field_name,occurrence_count,types,tables,positions,option_values
"高阶二C1-3信息  (A,B,C,D)",14,select:14,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#108; ✅✅136教练-NEWBIBLE_（Dcode)#93; ✅✅136-WHOLE-MASTERLIST【基础-高四】#58; ✅✅136-旧Backlog【基础-高四】#22; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#140; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#18; 🖊️🖊️136-基础FINAL MASTERLIST#116; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#61; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#4; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#59; 🖊️-136-高阶一-FINAL MASTERLIST#122; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#131; 🖊️-136-高阶二-Final Masterlist.#58; 🖊️-136-高阶二-【高阶二Backlog】Bible#69,"何志鸿-Mini Market 
事业：业绩 RM234,000 （6间店）（定义：收到钱）
家庭：妈妈 （爸爸妈妈 姐姐妹妹）; 余书忠-金融服务
事业1：RM250,000 （定义：公司approve amount） 事业2：5新的顾客(定义：公司approve amount)
家庭：爸爸（妈妈）; 倪俊凯-Mini Mart 便利店
事业：业绩 （定义：收到钱）
家庭：老婆（爸爸妈妈哥哥弟弟）; 克里斯-MINI MART
事业：业绩 RM260,000 (定义：收到钱）
家庭：妈妈 （哥哥，妹妹）; 刘彩婷-Account finance / Bank laon
事业：9份 Agreement 
家庭：女儿-17 （老公 ，女儿， 儿子）; 刘运将-便利店
事业：业绩 RM184,000 （5间单面）（定义：收到钱）
家庭：大女儿-20 （爸爸妈妈 姐姐 哥哥 弟弟 妹妹 5孩子）; 周美怡-行政/单据处理
事业：
家庭：妈妈 （2哥哥 ， 2弟弟）; 已发出; 已回复; 张玉萍-工程/建筑项目 Claim
事业： Claim amount 3,600,000.00 
家庭：二哥 （爸爸，姐姐，两个哥哥）; 张玉连-水果的生意-------------家庭主妇（家庭目标）
事业：业绩 RM10,000 (定义：收钱）
家庭：老公 （3个儿子）; 张雪莉-保险
事业1：4 CASES (SUBMITION 为准）事业2：1 Recuitment agent 
家庭：家婆 （老公，家公，2个孩子 ）; 徐诗佳-棋牌馆店长
事业：RM15000 业绩 （定义：收到钱Cash）
家庭：爸爸 （弟弟 妈妈 大姐 二姐 妹妹 弟弟）; 曾俊铵-banker
事业：业绩 RM330，000  （开单）
家庭：弟弟; 李绍综-按摩椅Showroom 销售（自媒体）
事业：52台按摩椅 （定义：开单）
家庭：妈妈 （爸爸，妈妈，大姐，小妹）; 林佩颐-房地产行业
事业1：RM1,000,000(booking) 70%  定义 收到钱
事业2：RM500,000 (Convertion) 30% 定义 loanApprove
家庭：妈妈 （爸爸妈妈弟弟妹妹）; 林咏仪-房地产销售
事业：GDV RM250,000  (Loan Appove 开单）
家庭：老公 （爸爸妈妈姐姐弟弟）; 洪以轩- 陶瓷艺术家
事业1：130作品（70%）  事业2：业绩-RM20,000（30%）
家庭：妈妈 6分  （妹妹，爸爸）; 潘俊铨-Shopee 网店销售
事业：业绩 RM100,000 (定义：收钱/到账）
家庭：妈妈 （爸爸，大哥，姐姐，二哥）; 葉淑红-保险
事业：RM26,000 (定义：保单生效）
家庭：爸爸 （爸爸 妈妈 妹妹）; 许玮显- 汽车模型销售（之前）现在 morgage Banking
事业1：Sales RM2,400 (定义：收到钱） 30%
事业2:  2个agent合作 （对方合作拿到applicantion）70%
家庭：老婆 （爸爸妈妈弟弟妹妹 女儿）; 郭明俊-汽车美容 （新事业）
事业：业绩 RM40,000 (定义：给了定金）
家庭：妈妈 （爸爸，妈妈）; 钱诗莹-美容院 Facial
事业：30顾客 （收钱为准）
家庭：老公 （爸爸，妈妈，姐姐，妹妹，弟弟）; 陈嘉乐-房地产销售
事业1：RM 1,000,000 (定义：收到Booking)
家庭：妈妈 （爸爸，两个弟弟，妹妹）; 陈培嬿-会计/PA/Payroll
事业：130 Shift  (定义：key in)
家庭：妈妈 （爸爸）; 陈旺隆-饮食业 肉骨茶店
事业：业绩 RM364,000 (定义：收到钱）
家庭：老婆 （爸爸 妈妈 弟弟 妹妹  老婆 孩子）; 陈昌荣（铲戎）便利店
事业：RM260,000 (定义：收到钱）
家庭：老婆 （妈妈，妹妹，弟弟）; 陈祈佑-Mini Mart 便利店
事业：业绩 RM500,000 (4店）
家庭：妹妹（弟弟，妹妹，爸爸）; 黄慧清-水机销售/维修
事业：业绩 Retail：RM20,000 (定义：开单）
家庭：妈妈 （哥哥，妹妹）; 黄招兴-便利店经理
事业：业绩 RM364,000 6间店 (定义：收到钱）
家庭：妈妈 （爸爸 妈妈 大嫂孩子 2哥哥 弟弟 妹妹）"
"高阶二C1-4信息  (A,B,C,D)",14,text:9; select:3; lookup:2,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#95; ✅✅136教练-NEWBIBLE_（Dcode)#34; ✅✅136-WHOLE-MASTERLIST【基础-高四】#65; ✅✅136-旧Backlog【基础-高四】#8; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#41; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#5; 🖊️🖊️136-基础FINAL MASTERLIST#109; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#25; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#62; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#97; 🖊️-136-高阶一-FINAL MASTERLIST#89; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#67; 🖊️-136-高阶二-Final Masterlist.#38; 🖊️-136-高阶二-【高阶二Backlog】Bible#50,已发出; 已回复; 已收
"高阶二后离开(A,B,C,D)",14,select:14,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#84; ✅✅136教练-NEWBIBLE_（Dcode)#28; ✅✅136-WHOLE-MASTERLIST【基础-高四】#55; ✅✅136-旧Backlog【基础-高四】#135; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#97; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#78; 🖊️🖊️136-基础FINAL MASTERLIST#122; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#31; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#128; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#124; 🖊️-136-高阶一-FINAL MASTERLIST#31; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#79; 🖊️-136-高阶二-Final Masterlist.#47; 🖊️-136-高阶二-【高阶二Backlog】Bible#15,守则后第1天; 守则后第2天; 守则后第3天; 守则后第4天; 守则后第5天; 高级二守则前; 高阶三守则前; 高阶三守则后; 高阶二守则前; 高阶二守则后; 高阶四守则前; 高阶四守则后
高阶二后离开原因,14,text:14,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#83; ✅✅136教练-NEWBIBLE_（Dcode)#122; ✅✅136-WHOLE-MASTERLIST【基础-高四】#17; ✅✅136-旧Backlog【基础-高四】#86; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#34; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#21; 🖊️🖊️136-基础FINAL MASTERLIST#118; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#91; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#7; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#6; 🖊️-136-高阶一-FINAL MASTERLIST#6; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#77; 🖊️-136-高阶二-Final Masterlist.#136; 🖊️-136-高阶二-【高阶二Backlog】Bible#20,
"高阶二已进课室 (A,B,C,D)",14,select:14,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#37; ✅✅136教练-NEWBIBLE_（Dcode)#101; ✅✅136-WHOLE-MASTERLIST【基础-高四】#133; ✅✅136-旧Backlog【基础-高四】#141; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#6; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#134; 🖊️🖊️136-基础FINAL MASTERLIST#139; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#48; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#72; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#87; 🖊️-136-高阶一-FINAL MASTERLIST#100; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#39; 🖊️-136-高阶二-Final Masterlist.#33; 🖊️-136-高阶二-【高阶二Backlog】Bible#18,KLCP112; KLCP131; KLCP132; KLCP133; KLCP135; KLCP136; KLCP137; KLCP138; KLCP139; KLCP140
高阶二已进课室人数,14,formula:14,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#92; ✅✅136教练-NEWBIBLE_（Dcode)#13; ✅✅136-WHOLE-MASTERLIST【基础-高四】#128; ✅✅136-旧Backlog【基础-高四】#118; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#128; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#91; 🖊️🖊️136-基础FINAL MASTERLIST#97; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#37; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#30; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#85; 🖊️-136-高阶一-FINAL MASTERLIST#30; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#46; 🖊️-136-高阶二-Final Masterlist.#57; 🖊️-136-高阶二-【高阶二Backlog】Bible#137,
"高阶二确认期别 (A,B,C,D)",14,select:14,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#34; ✅✅136教练-NEWBIBLE_（Dcode)#198; ✅✅136-WHOLE-MASTERLIST【基础-高四】#28; ✅✅136-旧Backlog【基础-高四】#39; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#123; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#76; 🖊️🖊️136-基础FINAL MASTERLIST#37; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#58; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#10; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#15; 🖊️-136-高阶一-FINAL MASTERLIST#57; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#27; 🖊️-136-高阶二-Final Masterlist.#54; 🖊️-136-高阶二-【高阶二Backlog】Bible#65,KLCP131; KLCP132; KLCP133; KLCP135; KLCP136; KLCP137; KLCP138; KLCP139; KLCP140; 确认
"高阶二膳食费用  (A,B,C,D)",14,select:12; lookup:2,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#47; ✅✅136教练-NEWBIBLE_（Dcode)#90; ✅✅136-WHOLE-MASTERLIST【基础-高四】#125; ✅✅136-旧Backlog【基础-高四】#63; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#125; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#53; 🖊️🖊️136-基础FINAL MASTERLIST#74; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#43; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#104; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#126; 🖊️-136-高阶一-FINAL MASTERLIST#82; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#51; 🖊️-136-高阶二-Final Masterlist.#65; 🖊️-136-高阶二-【高阶二Backlog】Bible#64,2300
"高阶二酒店费用  (A,B,C,D)",14,select:12; lookup:2,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#96; ✅✅136教练-NEWBIBLE_（Dcode)#89; ✅✅136-WHOLE-MASTERLIST【基础-高四】#46; ✅✅136-旧Backlog【基础-高四】#20; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#22; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#87; 🖊️🖊️136-基础FINAL MASTERLIST#129; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#116; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#78; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#131; 🖊️-136-高阶一-FINAL MASTERLIST#129; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#20; 🖊️-136-高阶二-Final Masterlist.#43; 🖊️-136-高阶二-【高阶二Backlog】Bible#123,0; 2300
"高阶付费方式 (A,B,C,D)",14,select:12; text:2,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#50; ✅✅136教练-NEWBIBLE_（Dcode)#44; ✅✅136-WHOLE-MASTERLIST【基础-高四】#50; ✅✅136-旧Backlog【基础-高四】#4; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#64; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#11; 🖊️🖊️136-基础FINAL MASTERLIST#33; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#123; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#51; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#69; 🖊️-136-高阶一-FINAL MASTERLIST#71; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#52; 🖊️-136-高阶二-Final Masterlist.#115; 🖊️-136-高阶二-【高阶二Backlog】Bible#40,13800; 15800; 17312; 18068; 19904; 2000; 2800; 3000; 5800; 6000; 965; 9904; Boldpay; Cash; Cheque; Credit Card; Deposit Transfer; Online Banking; 中国银行; 支付宝
高阶健康,14,text:14,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#13; ✅✅136教练-NEWBIBLE_（Dcode)#68; ✅✅136-WHOLE-MASTERLIST【基础-高四】#14; ✅✅136-旧Backlog【基础-高四】#105; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#27; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#116; 🖊️🖊️136-基础FINAL MASTERLIST#78; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#92; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#23; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#99; 🖊️-136-高阶一-FINAL MASTERLIST#91; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#115; 🖊️-136-高阶二-Final Masterlist.#101; 🖊️-136-高阶二-【高阶二Backlog】Bible#115,
